"","r_idx","ENZYME","SYMBOL","ENSEMBL","ENTREZID","met_lfc","met_pval","pathway"
"542",75,"1.6.5.3","NDUFA4","ENSG00000189043","4697",0,1,"Oxidative Phosphorylation"
"543",75,"1.6.5.3","NDUFA5","ENSG00000128609","4698",0,1,"Oxidative Phosphorylation"
"544",75,"1.6.5.3","NDUFA6","ENSG00000184983","4700",0,1,"Oxidative Phosphorylation"
"545",75,"1.6.5.3","NDUFA6","ENSG00000273397","4700",0,1,"Oxidative Phosphorylation"
"546",75,"1.6.5.3","NDUFA6","ENSG00000277365","4700",0,1,"Oxidative Phosphorylation"
"547",75,"1.6.5.3","NDUFA6","ENSG00000272765","4700",0,1,"Oxidative Phosphorylation"
"548",75,"1.6.5.3","NDUFA6","ENSG00000281013","4700",0,1,"Oxidative Phosphorylation"
"549",75,"1.6.5.3","NDUFA7","ENSG00000267855","4701",0,1,"Oxidative Phosphorylation"
"550",75,"1.6.5.3","NDUFA8","ENSG00000119421","4702",0,1,"Oxidative Phosphorylation"
"551",75,"1.6.5.3","NDUFA9","ENSG00000139180","4704",0,1,"Oxidative Phosphorylation"
"552",75,"1.6.5.3","NDUFA10","ENSG00000130414","4705",0,1,"Oxidative Phosphorylation"
"553",75,"1.6.5.3","NDUFA10","ENSG00000281434","4705",0,1,"Oxidative Phosphorylation"
"554",75,"1.6.5.3","NDUFAB1","ENSG00000004779","4706",0,1,"Oxidative Phosphorylation"
"555",75,"1.6.5.3","NDUFB1","ENSG00000183648","4707",0,1,"Oxidative Phosphorylation"
"556",75,"1.6.5.3","NDUFB2","ENSG00000090266","4708",0,1,"Oxidative Phosphorylation"
"557",75,"1.6.5.3","NDUFB3","ENSG00000119013","4709",0,1,"Oxidative Phosphorylation"
"558",75,"1.6.5.3","NDUFB4","ENSG00000065518","4710",0,1,"Oxidative Phosphorylation"
"559",75,"1.6.5.3","NDUFB5","ENSG00000136521","4711",0,1,"Oxidative Phosphorylation"
"560",75,"1.6.5.3","NDUFB6","ENSG00000165264","4712",0,1,"Oxidative Phosphorylation"
"561",75,"1.6.5.3","NDUFB7","ENSG00000099795","4713",0,1,"Oxidative Phosphorylation"
"562",75,"1.6.5.3","NDUFB8","ENSG00000166136","4714",0,1,"Oxidative Phosphorylation"
"563",75,"1.6.5.3","NDUFB9","ENSG00000147684","4715",0,1,"Oxidative Phosphorylation"
"564",75,"1.6.5.3","NDUFB10","ENSG00000140990","4716",0,1,"Oxidative Phosphorylation"
"565",75,"1.6.5.3","NDUFC1","ENSG00000109390","4717",0,1,"Oxidative Phosphorylation"
"566",75,"1.6.5.3","NDUFC2","ENSG00000151366","4718",0,1,"Oxidative Phosphorylation"
"567",75,"1.6.5.3","NDUFS1","ENSG00000023228","4719",0,1,"Oxidative Phosphorylation"
"568",75,"1.6.5.3","NDUFS1","ENSG00000283447","4719",0,1,"Oxidative Phosphorylation"
"569",75,"1.6.5.3","NDUFS2","ENSG00000158864","4720",0,1,"Oxidative Phosphorylation"
"570",75,"1.6.5.3","NDUFS3","ENSG00000213619","4722",0,1,"Oxidative Phosphorylation"
"571",75,"1.6.5.3","NDUFV1","ENSG00000167792","4723",0,1,"Oxidative Phosphorylation"
"572",75,"1.6.5.3","NDUFS4","ENSG00000164258","4724",0,1,"Oxidative Phosphorylation"
"573",75,"1.6.5.3","NDUFS5","ENSG00000168653","4725",0,1,"Oxidative Phosphorylation"
"574",75,"1.6.5.3","NDUFS6","ENSG00000145494","4726",0,1,"Oxidative Phosphorylation"
"575",75,"1.6.5.3","NDUFS8","ENSG00000110717","4728",0,1,"Oxidative Phosphorylation"
"576",75,"1.6.5.3","NDUFV2","ENSG00000178127","4729",0,1,"Oxidative Phosphorylation"
"577",75,"1.6.5.3","NDUFV3","ENSG00000160194","4731",0,1,"Oxidative Phosphorylation"
"578",75,"1.6.5.3","NDUFA13","ENSG00000186010","51079",0,1,"Oxidative Phosphorylation"
"579",75,"1.6.5.3","NDUFB11","ENSG00000147123","54539",0,1,"Oxidative Phosphorylation"
"580",75,"1.6.5.3","NDUFA12","ENSG00000184752","55967",0,1,"Oxidative Phosphorylation"
"581",75,"1.6.5.3","NDUFA4L2","ENSG00000185633","56901",0,1,"Oxidative Phosphorylation"
"582",75,"1.6.5.3","NDUFA11","ENSG00000174886","126328",0,1,"Oxidative Phosphorylation"
"583",75,"1.6.5.3","NDUFS7","ENSG00000115286","374291",0,1,"Oxidative Phosphorylation"
"584",76,"1.11.1.9","GPX1","ENSG00000233276","2876",1.59966686035746,0.512881290411274,"Oxidative stress"
"585",76,"1.11.1.9","GPX2","ENSG00000176153","2877",1.59966686035746,0.512881290411274,"Oxidative stress"
"586",76,"1.11.1.9","GPX3","ENSG00000211445","2878",1.59966686035746,0.512881290411274,"Oxidative stress"
"587",76,"1.11.1.9","GPX5","ENSG00000224586","2880",1.59966686035746,0.512881290411274,"Oxidative stress"
"588",76,"1.11.1.9","GPX5","ENSG00000257770","2880",1.59966686035746,0.512881290411274,"Oxidative stress"
"589",76,"1.11.1.9","GPX7","ENSG00000116157","2882",1.59966686035746,0.512881290411274,"Oxidative stress"
"590",76,"1.11.1.9","GPX6","ENSG00000198704","257202",1.59966686035746,0.512881290411274,"Oxidative stress"
"591",76,"1.11.1.9","GPX6","ENSG00000281185","257202",1.59966686035746,0.512881290411274,"Oxidative stress"
"592",77,"1.8.1.7","GSR","ENSG00000104687","2936",-0.3408703685323,0.581306944006487,"Oxidative stress"
